City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Bethel,US,2021-02-18 02:16:15,41.3712,-73.414,21.99,58,1,3.56
382,Vila Velha,BR,2021-02-18 02:16:15,-20.3297,-40.2925,84.0,83,20,11.5
383,Paita,PE,2021-02-18 02:16:15,-5.0892,-81.1144,74.44,83,1,13.22
384,Simpang,ID,2021-02-18 02:16:16,-1.2667,104.0833,81.75,69,98,7.2
385,Preston,GB,2021-02-18 02:16:16,53.7667,-2.7167,50.0,88,100,11.99
386,Hvolsvollur,IS,2021-02-18 02:16:16,63.7533,-20.2243,39.2,87,75,12.66
387,Pelym,RU,2021-02-18 02:16:16,61.0108,61.9978,-26.81,82,28,2.86
388,Rajpipla,IN,2021-02-18 02:16:16,21.8667,73.5,62.6,72,40,2.93
389,Mkushi,ZM,2021-02-18 02:16:16,-13.6202,29.3939,64.96,94,100,4.09
390,Bara,NG,2021-02-18 02:16:16,10.3744,10.7288,62.47,30,0,10.51
391,Mount Gambier,AU,2021-02-18 02:16:16,-37.8333,140.7667,91.4,24,0,18.41
392,Nuuk,GL,2021-02-18 02:16:16,64.1835,-51.7216,12.2,67,75,12.66
393,Fomboni,KM,2021-02-18 02:16:16,-12.28,43.7425,82.44,79,100,9.75
394,Lamu,KE,2021-02-18 02:16:17,-2.2717,40.902,77.0,88,75,7.27
395,Gazanjyk,TM,2021-02-18 02:16:17,39.2446,55.5154,46.72,72,100,13.82
396,Hirara,JP,2021-02-18 02:16:17,24.8,125.2833,62.6,51,75,14.97
397,Davila,PH,2021-02-18 02:16:17,18.4726,120.5763,78.8,61,40,20.71
398,Qui Nhon,VN,2021-02-18 02:15:07,13.7667,109.2333,74.35,75,5,22.55
399,Aquiraz,BR,2021-02-18 02:16:17,-3.9014,-38.3911,80.6,83,40,4.61
400,Atikokan,CA,2021-02-18 02:16:17,48.7555,-91.6216,0.09,90,83,1.92
401,Prince George,CA,2021-02-18 02:15:04,53.9166,-122.753,21.99,79,1,4.61
402,Cuicatlan,MX,2021-02-18 02:16:17,17.8,-96.9667,72.63,22,0,4.29
403,Bonfim,BR,2021-02-18 02:16:17,3.0833,-59.95,80.74,60,71,8.95
404,Dharchula,IN,2021-02-18 02:16:18,29.85,80.5333,50.07,40,16,6.17
405,Orzhytsya,UA,2021-02-18 02:16:18,49.7918,32.7012,7.23,95,100,2.35
406,Kenora,CA,2021-02-18 02:16:18,49.8167,-94.4337,-0.4,50,20,4.61
407,Araure,VE,2021-02-18 02:16:18,9.5601,-69.2148,75.06,55,0,9.75
408,Anadyr,RU,2021-02-18 02:16:18,64.75,177.4833,-23.8,76,20,8.95
409,Alofi,NU,2021-02-18 02:16:18,-19.0595,-169.9187,87.8,62,90,10.36
410,Margate,GB,2021-02-18 02:15:10,51.3813,1.3862,48.0,78,100,5.01
411,Mossoro,BR,2021-02-18 02:16:18,-5.1875,-37.3442,77.63,80,100,6.78
412,Saint-Joseph,RE,2021-02-18 02:16:18,-21.3667,55.6167,78.8,73,0,4.61
413,Clara,IE,2021-02-18 02:16:18,53.3425,-7.6139,47.77,94,100,15.55
414,Labuhan,ID,2021-02-18 02:16:18,-6.8844,112.2051,80.1,82,100,8.34
415,Pimentel,PE,2021-02-18 02:16:19,-6.8367,-79.9342,72.0,85,4,4.0
416,Bud,US,2021-02-18 02:16:19,39.447,-86.1758,19.99,73,100,9.46
417,Lam Luk Ka,TH,2021-02-18 02:16:19,13.9323,100.7494,81.0,50,0,11.5
418,Asau,RO,2021-02-18 02:16:19,46.4333,26.4,30.99,69,100,2.84
419,Jiaozuo,CN,2021-02-18 02:16:19,35.2397,113.2331,48.52,42,49,8.16
420,Hit,IQ,2021-02-18 02:16:19,33.6416,42.8251,50.68,46,98,9.93
421,Sisimiut,GL,2021-02-18 02:16:19,66.9395,-53.6735,-0.85,81,0,9.13
422,Chimbote,PE,2021-02-18 02:16:20,-9.0853,-78.5783,71.71,79,0,5.01
423,Verin Dvin,AM,2021-02-18 02:16:20,40.0243,44.5904,32.0,74,20,6.91
424,Paramonga,PE,2021-02-18 02:16:20,-10.6667,-77.8333,71.98,80,0,3.51
425,Mehran,IR,2021-02-18 02:16:20,33.1222,46.1646,41.0,81,75,2.3
426,Richards Bay,ZA,2021-02-18 02:16:20,-28.783,32.0377,67.77,84,72,5.77
427,Lagunas,PE,2021-02-18 02:16:20,-5.2269,-75.6753,76.69,91,100,2.64
428,Conceicao Das Alagoas,BR,2021-02-18 02:16:20,-19.9147,-48.3883,69.37,88,26,2.64
429,Taoudenni,ML,2021-02-18 02:16:20,22.6783,-3.9836,75.47,19,100,10.74
430,Sao Filipe,CV,2021-02-18 02:16:20,14.8961,-24.4956,71.06,72,100,12.71
431,Aragats,AM,2021-02-18 02:16:20,40.4889,44.3528,32.0,74,20,6.91
432,Wajima,JP,2021-02-18 02:16:21,37.4,136.9,30.2,74,75,12.66
433,Ust-Barguzin,RU,2021-02-18 02:16:21,53.45,108.9833,22.41,96,100,3.22
434,Biak,ID,2021-02-18 02:16:21,-0.9131,122.8766,84.6,63,78,1.32
435,Rio Brilhante,BR,2021-02-18 02:16:21,-21.8019,-54.5464,68.43,81,0,3.67
436,Jacksonville Beach,US,2021-02-18 02:12:55,30.2947,-81.3931,55.99,88,90,8.05
437,Pitimbu,BR,2021-02-18 02:16:21,-7.4706,-34.8086,78.8,83,0,3.44
438,Tucurui,BR,2021-02-18 02:16:21,-3.7661,-49.6725,74.61,94,100,4.09
439,Waipawa,NZ,2021-02-18 02:16:21,-41.4122,175.5153,68.0,67,0,13.8
440,Batsfjord,NO,2021-02-18 02:16:21,70.6345,29.7185,24.4,93,74,7.52
441,Tomatlan,MX,2021-02-18 02:16:21,19.9333,-105.25,62.74,83,4,4.27
442,Namikupa,TZ,2021-02-18 02:16:21,-10.8333,39.6,71.22,94,100,3.91
443,Bitung,ID,2021-02-18 02:16:22,1.4451,125.1824,77.0,94,40,1.14
444,Alyangula,AU,2021-02-18 02:16:22,-13.8483,136.4192,84.2,84,75,8.05
445,General Delgado,PY,2021-02-18 02:16:22,-27.1667,-56.5167,73.4,49,0,5.75
446,Isangel,VU,2021-02-18 02:16:22,-19.55,169.2667,85.69,68,22,8.01
447,Rosario,AR,2021-02-18 02:15:39,-32.9468,-60.6393,75.99,77,0,5.75
448,Trat,TH,2021-02-18 02:16:22,12.5,102.5,80.01,73,20,11.5
449,Ossora,RU,2021-02-18 02:16:22,59.2353,163.0719,8.22,93,100,16.53
450,Del Rio,US,2021-02-18 02:16:22,29.3627,-100.8968,46.0,76,44,10.33
451,Umm Lajj,SA,2021-02-18 02:16:22,25.0213,37.2685,62.22,60,89,22.97
452,Along,IN,2021-02-18 02:16:22,28.1667,94.7667,61.77,51,90,1.25
453,Trincomalee,LK,2021-02-18 02:16:23,8.5711,81.2335,79.18,72,65,6.08
454,Evensk,RU,2021-02-18 02:16:23,61.95,159.2333,6.49,82,2,13.73
455,Aksu,CN,2021-02-18 02:16:23,41.1231,80.2644,29.43,89,0,0.67
456,Gimli,CA,2021-02-18 02:16:23,50.6336,-96.9907,-5.8,71,51,5.21
457,Malko Tarnovo,BG,2021-02-18 02:16:23,41.9833,27.5333,32.0,74,75,12.66
458,Shebunino,RU,2021-02-18 02:16:23,46.4339,141.8603,25.02,94,100,22.57
459,Newport,GB,2021-02-18 02:16:23,51.5877,-2.9984,51.01,84,100,1.99
460,Ayr,GB,2021-02-18 02:16:23,55.4627,-4.6339,48.2,87,75,16.11
461,College,US,2021-02-18 02:16:23,64.8569,-147.8028,9.0,78,75,4.61
462,Quatre Cocos,MU,2021-02-18 02:16:24,-20.2078,57.7625,75.99,88,75,8.05
463,Otane,NZ,2021-02-18 02:16:24,-39.8833,176.6333,70.0,58,0,5.99
464,Norfolk,US,2021-02-18 02:16:24,42.1668,-71.2495,24.01,63,1,3.4
465,Fenoarivo,MG,2021-02-18 02:16:24,-18.933,47.4354,64.4,100,75,1.14
466,Ribeira Brava,PT,2021-02-18 02:16:24,32.65,-17.0667,59.0,39,54,3.0
467,Aklavik,CA,2021-02-18 02:16:24,68.2191,-135.0107,-16.6,76,99,1.14
468,Sangar,RU,2021-02-18 02:16:24,63.9242,127.4739,-21.53,83,100,6.17
469,Shingu,JP,2021-02-18 02:16:24,33.7333,135.9833,39.2,45,75,18.41
470,Ouallam,NE,2021-02-18 02:16:24,14.3188,2.0866,68.27,22,5,13.24
471,Panjab,AF,2021-02-18 02:16:24,34.388,67.0233,12.69,51,0,2.8
472,Kirakira,SB,2021-02-18 02:16:24,-10.4544,161.9205,86.27,71,100,5.46
473,Mitsamiouli,KM,2021-02-18 02:16:24,-11.3847,43.2844,81.09,79,100,6.15
474,Sogne,NO,2021-02-18 02:16:25,58.0833,7.8167,35.01,93,90,11.5
475,Aswan,EG,2021-02-18 02:16:25,24.0934,32.907,43.65,59,0,7.92
476,Ileza,RU,2021-02-18 02:16:25,61.0533,43.9002,-17.07,90,82,2.26
477,Ketchikan,US,2021-02-18 02:16:25,55.3422,-131.6461,37.4,87,40,4.61
478,Provideniya,RU,2021-02-18 02:16:25,64.3833,-173.3,1.4,60,0,11.18
479,Itarema,BR,2021-02-18 02:16:25,-2.9248,-39.9167,77.49,80,97,7.49
480,Puro,PH,2021-02-18 02:16:25,12.4841,123.3827,79.12,68,30,18.37
481,Yinchuan,CN,2021-02-18 02:16:25,38.4681,106.2731,39.52,54,1,2.91
482,Karratha,AU,2021-02-18 02:16:26,-20.7377,116.8463,86.9,59,0,5.68
483,Singleton,AU,2021-02-18 02:16:26,-32.5667,151.1833,75.99,67,88,7.0
484,Dukat,RU,2021-02-18 02:16:26,62.55,155.55,-9.54,89,100,3.27
485,Berlevag,NO,2021-02-18 02:16:26,70.8578,29.0864,27.45,89,59,13.4
486,Campbell River,CA,2021-02-18 02:16:26,50.0163,-125.2446,36.0,93,75,4.09
487,Riyadh,SA,2021-02-18 02:14:57,24.6877,46.7219,73.4,46,75,6.91
488,Praya,CV,2021-02-18 02:15:09,14.9215,-23.5087,71.6,53,100,14.97
489,Avrille,FR,2021-02-18 02:16:26,47.5,-0.5833,48.2,81,0,13.8
490,Tabat,ID,2021-02-18 02:16:26,-2.635,115.2274,82.56,79,100,0.69
491,Ostrov,RU,2021-02-18 02:16:27,57.3439,28.3537,1.4,85,75,4.47
492,Tokur,RU,2021-02-18 02:16:27,53.1333,132.9,4.46,90,0,3.18
493,Cidreira,BR,2021-02-18 02:16:27,-30.1811,-50.2056,69.44,73,84,8.14
494,Peniche,PT,2021-02-18 02:16:27,39.3558,-9.3811,59.0,86,100,10.0
495,Dire Dawa,ET,2021-02-18 02:16:27,9.5931,41.8661,65.79,54,66,4.18
496,Jucuaran,SV,2021-02-18 02:16:27,13.2539,-88.2478,67.95,97,67,3.47
497,Thinadhoo,MV,2021-02-18 02:16:27,0.5333,72.9333,82.11,74,14,7.25
498,Winona,US,2021-02-18 02:16:27,43.9666,-91.7668,14.0,57,90,2.95
499,Nioro,GM,2021-02-18 02:16:28,13.35,-15.75,75.22,21,67,6.73
500,Laguna,US,2021-02-18 02:16:28,38.421,-121.4238,59.0,28,1,18.41
501,Plettenberg Bay,ZA,2021-02-18 02:16:28,-34.0527,23.3716,64.69,82,7,8.41
502,Golden Gate,US,2021-02-18 02:16:28,26.1879,-81.6951,75.2,83,1,4.61
503,Axim,GH,2021-02-18 02:16:28,4.8699,-2.2405,79.61,85,100,8.63
504,Sonamukhi,IN,2021-02-18 02:16:28,23.3,87.4167,66.2,88,20,3.44
505,Ballina,AU,2021-02-18 02:16:28,-28.8667,153.5667,80.6,69,40,18.41
506,Uinskoye,RU,2021-02-18 02:16:29,56.8817,56.5813,-12.86,86,48,4.94
507,Bucerias,MX,2021-02-18 02:16:29,20.75,-105.3333,72.0,64,90,4.61
508,Omboue,GA,2021-02-18 02:16:29,-1.5746,9.2618,74.68,90,100,12.08
509,Nasice,HR,2021-02-18 02:16:29,45.4886,18.0878,37.99,92,46,4.99
510,Aitape,PG,2021-02-18 02:16:29,-3.1374,142.3475,86.49,63,24,6.08
511,Malpe,IN,2021-02-18 02:16:29,13.35,74.7167,75.2,78,75,5.06
512,Sioux Lookout,CA,2021-02-18 02:14:49,50.1001,-91.917,-9.4,70,1,2.66
513,Komsomolskiy,UZ,2021-02-18 02:16:29,40.4272,71.7189,35.6,55,0,9.22
514,Dunedin,NZ,2021-02-18 02:16:29,-45.8742,170.5036,64.06,52,1,6.53
515,Santa Marta De Tormes,ES,2021-02-18 02:16:29,40.9506,-5.6272,48.99,81,0,18.41
516,Ginir,ET,2021-02-18 02:16:29,7.1333,40.7,57.02,59,12,0.92
517,Bairiki,KI,2021-02-18 02:16:29,1.3292,172.9752,86.0,70,20,12.66
518,Punta Cardon,VE,2021-02-18 02:16:30,11.6581,-70.215,76.17,79,41,21.03
519,Bose,IT,2021-02-18 02:16:30,45.4612,8.0137,42.01,74,67,3.09
520,Bambolim,IN,2021-02-18 02:16:30,15.45,73.85,73.4,94,40,5.75
521,Gobabis,NA,2021-02-18 02:16:30,-22.45,18.9667,68.14,41,1,4.76
522,Ahuimanu,US,2021-02-18 02:16:30,21.4447,-157.8378,78.8,73,75,11.5
523,Luau,AO,2021-02-18 02:16:30,-10.7073,22.2247,65.88,95,100,3.29
524,Comodoro Rivadavia,AR,2021-02-18 02:16:30,-45.8667,-67.5,71.6,30,0,20.71
525,Tateyama,JP,2021-02-18 02:16:30,34.9833,139.8667,46.4,42,20,11.5
526,Atar,MR,2021-02-18 02:16:30,20.5169,-13.0499,62.47,27,0,4.27
527,Mandan,US,2021-02-18 02:16:30,46.8267,-100.8896,12.2,79,75,1.54
528,Zaozerne,UA,2021-02-18 02:16:31,45.1582,33.2787,26.01,48,96,1.99
529,Rudbar,AF,2021-02-18 02:16:31,30.15,62.6,59.65,24,66,8.3
530,Dicabisagan,PH,2021-02-18 02:16:31,17.0818,122.4157,72.45,81,86,12.01
531,Timizart,DZ,2021-02-18 02:16:31,36.8,4.2667,51.89,45,75,6.89
532,Pyshma,RU,2021-02-18 02:16:31,56.9523,63.2513,-10.35,88,94,2.75
533,Airai,TL,2021-02-18 02:16:31,-8.9266,125.4092,71.94,79,75,4.74
534,Mae Ramat,TH,2021-02-18 02:16:31,16.984,98.5166,78.8,69,26,4.9
535,Ayan,RU,2021-02-18 02:16:31,56.45,138.1667,-1.46,79,100,2.75
536,Rabo De Peixe,PT,2021-02-18 02:16:31,37.8,-25.5833,52.0,82,40,5.35
537,Trairi,BR,2021-02-18 02:14:46,-3.2778,-39.2689,76.89,82,100,6.58
538,Tocopilla,CL,2021-02-18 02:16:07,-22.092,-70.1979,68.92,71,0,8.1
539,Shubarkuduk,KZ,2021-02-18 02:16:32,49.1447,56.4872,13.59,96,100,17.02
540,Chopinzinho,BR,2021-02-18 02:16:32,-25.8558,-52.5233,58.91,77,0,3.85
541,Udachnyy,RU,2021-02-18 02:16:32,66.4167,112.4,-25.1,81,99,3.96
542,Keflavik,IS,2021-02-18 02:16:32,64.0049,-22.5624,37.4,93,75,9.22
543,Micomeseng,GQ,2021-02-18 02:16:32,2.1462,10.6164,70.32,95,93,2.01
544,North Bend,US,2021-02-18 02:12:41,43.4065,-124.2243,48.2,71,1,4.61
545,Kungurtug,RU,2021-02-18 02:16:32,50.5994,97.5228,20.1,88,82,1.77
546,Katobu,ID,2021-02-18 02:16:32,-4.9408,122.5276,86.13,65,99,8.72
547,Fukue,JP,2021-02-18 02:16:32,32.6881,128.8419,37.4,65,75,19.57
548,Golyshmanovo,RU,2021-02-18 02:16:32,56.3979,68.3728,-10.73,90,100,3.96
549,Satellite Beach,US,2021-02-18 02:14:53,28.1761,-80.5901,68.0,82,40,8.05
550,Catalina,US,2021-02-18 02:16:33,32.5056,-110.9211,55.0,20,50,1.01
551,Mount Isa,AU,2021-02-18 02:16:33,-20.7333,139.5,87.8,48,40,17.27
552,Sinnamary,GF,2021-02-18 02:16:33,5.3833,-52.95,75.29,80,91,10.22
553,Champerico,GT,2021-02-18 02:16:33,14.3,-91.9167,69.01,86,100,7.38
554,Pascagoula,US,2021-02-18 02:16:33,30.3658,-88.5561,48.2,87,90,11.5
555,Chara,RU,2021-02-18 02:16:33,56.9064,118.2631,0.54,84,17,0.54
556,Nizhniy Odes,RU,2021-02-18 02:16:33,63.6445,54.856,-26.28,86,53,4.99
557,Dong Hoi,VN,2021-02-18 02:16:33,17.4833,106.6,67.84,84,83,13.02
558,Tulum,MX,2021-02-18 02:16:33,20.2167,-87.4667,80.6,74,40,10.36
559,Erzin,TR,2021-02-18 02:16:33,36.9559,36.2,37.0,56,78,5.99
560,Alta Floresta,BR,2021-02-18 02:16:34,-9.8756,-56.0861,69.8,99,100,2.68
561,Pocone,BR,2021-02-18 02:16:34,-16.2567,-56.6228,74.25,93,100,3.42
562,The Valley,AI,2021-02-18 02:16:34,18.217,-63.0578,77.0,73,20,18.41
563,Clonakilty,IE,2021-02-18 02:16:34,51.6231,-8.8706,37.0,93,75,6.91
564,Winnemucca,US,2021-02-18 02:16:34,40.973,-117.7357,32.0,55,90,4.61
565,Japura,ID,2021-02-18 02:16:34,-0.3167,102.35,76.17,75,93,3.09
566,Soyo,AO,2021-02-18 02:16:34,-6.1349,12.3689,80.64,81,99,6.46
567,Puerto Del Rosario,ES,2021-02-18 02:14:12,28.5004,-13.8627,64.4,68,0,12.66
568,Mangan,IN,2021-02-18 02:16:34,27.5167,88.5333,56.52,38,1,5.06
569,Banff,CA,2021-02-18 02:13:59,51.1762,-115.5698,17.6,67,89,5.75
570,Sakakah,SA,2021-02-18 02:16:34,29.9697,40.2064,46.4,39,40,13.8
571,Sarakhs,IR,2021-02-18 02:16:34,36.5449,61.1577,62.6,19,0,18.41
572,Mehamn,NO,2021-02-18 02:16:35,71.0357,27.8492,26.04,95,25,14.58
573,Wellington,NZ,2021-02-18 02:11:51,-41.2866,174.7756,68.0,63,0,13.8
